Time,Power
279.0,360.00000000001364
280.0,179.99999999995353
281.0,120.00000000004007
282.0,359.9999999999603
283.0,120.00000000004007
284.0,180.00000000000682
285.0,299.99999999999363
286.0,119.99999999998678
287.0,119.99999999998678
288.0,299.99999999999363
289.0,180.00000000000682
290.0,119.99999999998678
291.0,300.0000000000469
292.0,179.99999999995353
293.0,120.00000000004007
294.0,299.99999999999363
295.0,119.99999999998678
296.0,180.00000000000682
297.0,299.99999999999363
298.0,119.99999999998678
299.0,180.00000000000682
300.0,240.00000000002686
301.0,180.00000000000682
302.0,119.99999999998678
303.0,360.00000000001364
304.0,179.99999999995353
305.0,180.00000000000682
306.0,299.99999999999363
307.0,120.00000000004007
308.0,180.00000000000682
309.0,299.99999999999363
310.0,119.99999999998678
311.0,180.00000000000682
312.0,119.99999999998678
313.0,0.0
314.0,0.0
315.0,1199.9999999999745
316.0,1200.0000000000277
317.0,1199.9999999999745
318.0,2100.0000000000086
319.0,840.0000000000141
320.0,899.9999999999808
321.0,1200.0000000000277
322.0,299.99999999999363
323.0,360.00000000001364
324.0,719.999999999974
325.0,480.00000000000045
326.0,420.00000000003365
327.0,1920.0000000000018
328.0,1499.999999999968
329.0,1500.0000000000214
330.0,3179.9999999999964
331.0,1679.9999999999748
332.0,1680.0000000000282
333.0,2400.0000000000023
334.0,719.999999999974
335.0,720.0000000000273
336.0,2219.9999999999955
337.0,1499.999999999968
338.0,1500.0000000000214
339.0,2819.9999999999827
340.0,1380.0000000000346
341.0,1319.9999999999611
342.0,2280.0000000000155
343.0,899.9999999999808
344.0,900.0000000000341
345.0,1499.999999999968
346.0,660.0000000000073
347.0,600.0000000000405
348.0,1199.9999999999745
349.0,599.9999999999873
350.0,599.9999999999873
351.0,1020.0000000000209
352.0,419.9999999999804
353.0,420.00000000003365
354.0,1199.9999999999745
355.0,779.9999999999941
356.0,780.0000000000473
357.0,1379.9999999999814
358.0,599.9999999999873
359.0,599.9999999999873
360.0,1380.0000000000346
361.0,719.999999999974
362.0,720.0000000000273
363.0,1319.9999999999611
364.0,660.0000000000073
365.0,600.0000000000405
366.0,1199.9999999999745
367.0,599.9999999999873
368.0,599.9999999999873
369.0,1200.0000000000277
370.0,599.9999999999873
371.0,599.9999999999873
372.0,1200.0000000000277
373.0,599.9999999999873
374.0,599.9999999999873
375.0,1200.0000000000277
376.0,599.9999999999873
377.0,599.9999999999873
378.0,1200.0000000000277
379.0,599.9999999999873
380.0,599.9999999999873
381.0,840.0000000000141
382.0,299.99999999999363
383.0,299.99999999999363
384.0,420.00000000003365
385.0,180.00000000000682
386.0,119.99999999998678
387.0,480.00000000000045
388.0,299.99999999999363
389.0,360.00000000001364
390.0,1679.9999999999748
391.0,1320.0000000000146
392.0,1379.9999999999814
393.0,2940.0000000000227
394.0,1679.9999999999748
395.0,1620.0000000000082
396.0,3299.9999999999827
397.0,1620.0000000000082
398.0,1620.0000000000082
399.0,3360.000000000003
400.0,1620.0000000000082
401.0,1679.9999999999748
402.0,3360.000000000003
403.0,1620.0000000000082
404.0,1620.0000000000082
405.0,3299.9999999999827
406.0,1620.0000000000082
407.0,1680.0000000000282
408.0,3299.9999999999827
409.0,1679.9999999999748
410.0,1620.0000000000082
411.0,3360.000000000003
412.0,1620.0000000000082
413.0,1620.0000000000082
414.0,2580.000000000009
415.0,899.9999999999808
416.0,899.9999999999808
417.0,1080.000000000041
418.0,119.99999999998678
419.0,119.99999999998678
420.0,299.99999999999363
421.0,180.00000000000682
422.0,119.99999999998678
423.0,300.0000000000469
424.0,179.99999999995353
425.0,120.00000000004007
426.0,299.99999999999363
427.0,119.99999999998678
428.0,180.00000000000682
429.0,419.9999999999804
430.0,299.99999999999363
431.0,300.0000000000469
432.0,480.00000000000045
433.0,179.99999999995353
434.0,180.00000000000682
435.0,420.00000000003365
436.0,299.99999999999363
437.0,299.99999999999363
438.0,420.00000000003365
439.0,180.00000000000682
440.0,119.9999999999335
441.0,480.0000000000537
442.0,299.9999999999403
443.0,239.99999999997357
444.0,480.0000000000537
445.0,120.00000000004007
446.0,180.00000000000682
447.0,299.9999999999403
448.0,120.00000000004007
449.0,119.9999999999335
450.0,480.0000000000537
451.0,360.00000000001364
452.0,299.9999999999403
453.0,480.0000000000537
454.0,119.9999999999335
455.0,180.00000000000682
456.0,420.00000000008697
457.0,299.9999999999403
458.0,300.0000000000469
459.0,419.9999999999804
460.0,119.9999999999335
461.0,180.00000000000682
462.0,300.0000000000469
463.0,120.00000000004007
464.0,180.00000000000682
465.0,299.9999999999403
466.0,120.00000000004007
467.0,119.9999999999335
468.0,300.0000000000469
469.0,180.00000000000682
470.0,119.9999999999335
471.0,360.00000000001364
472.0,180.00000000000682
473.0,120.00000000004007
474.0,360.00000000001364
475.0,119.9999999999335
476.0,180.00000000000682
477.0,300.0000000000469
478.0,119.9999999999335
479.0,120.00000000004007
480.0,300.0000000000469
481.0,180.00000000000682
482.0,119.9999999999335
483.0,300.0000000000469
484.0,180.00000000000682
485.0,119.9999999999335
486.0,300.0000000000469
487.0,120.00000000004007
488.0,179.99999999990024
489.0,300.0000000000469
490.0,120.00000000004007
491.0,180.00000000000682
492.0,239.99999999997357
493.0,180.00000000000682
494.0,119.9999999999335
495.0,360.00000000001364
496.0,180.00000000000682
497.0,180.00000000000682
498.0,300.0000000000469
499.0,119.9999999999335
500.0,180.00000000000682
501.0,419.9999999999804
502.0,300.0000000000469
503.0,300.0000000000469
504.0,299.9999999999403
505.0,0.0
506.0,0.0
507.0,120.00000000004007
508.0,180.00000000000682
509.0,119.9999999999335
510.0,300.0000000000469
511.0,119.9999999999335
512.0,180.00000000000682
513.0,300.0000000000469
514.0,120.00000000004007
515.0,180.00000000000682
516.0,299.9999999999403
517.0,120.00000000004007
518.0,119.9999999999335
519.0,300.0000000000469
520.0,180.00000000000682
521.0,119.9999999999335
522.0,360.00000000001364
523.0,120.00000000004007
524.0,180.00000000000682
525.0,360.00000000001364
526.0,119.9999999999335
527.0,180.00000000000682
528.0,120.00000000004007
529.0,0.0
530.0,0.0
531.0,180.00000000000682
532.0,120.00000000004007
533.0,119.9999999999335
534.0,300.0000000000469
535.0,180.00000000000682
536.0,119.9999999999335
537.0,419.9999999999804
538.0,300.0000000000469
539.0,300.0000000000469
540.0,599.9999999999873
541.0,299.9999999999403
542.0,300.0000000000469
543.0,599.9999999999873
544.0,299.9999999999403
545.0,360.00000000001364
546.0,300.0000000000469
547.0,0.0
548.0,0.0
549.0,180.00000000000682
550.0,119.9999999999335
551.0,120.00000000004007
552.0,300.0000000000469
553.0,180.00000000000682
554.0,119.9999999999335
555.0,180.00000000000682
556.0,0.0
557.0,0.0
558.0,120.00000000004007
559.0,180.00000000000682
560.0,119.9999999999335
561.0,300.0000000000469
562.0,120.00000000004007
563.0,179.99999999990024
564.0,120.00000000004007
565.0,0.0
566.0,0.0
567.0,180.00000000000682
568.0,120.00000000004007
569.0,180.00000000000682
570.0,119.9999999999335
571.0,0.0
572.0,0.0
573.0,120.00000000004007
574.0,180.00000000000682
575.0,119.9999999999335
576.0,180.00000000000682
577.0,0.0
578.0,0.0
579.0,0.0
580.0,0.0
581.0,0.0
582.0,0.0
583.0,0.0
584.0,0.0
585.0,0.0
586.0,0.0
587.0,0.0
588.0,0.0
589.0,0.0
590.0,0.0
591.0,0.0
592.0,0.0
593.0,0.0
594.0,-120.0
595.0,-180.0
596.0,-120.0
597.0,-180.0
598.0,0.0
599.0,0.0
600.0,0.0
601.0,0.0
602.0,0.0
603.0,-120.0
604.0,-179.99999999999994
605.0,-120.00000000000011
606.0,-179.99999999999994
607.0,0.0
608.0,0.0
609.0,0.0
610.0,0.0
611.0,0.0
612.0,0.0
613.0,0.0
614.0,0.0
615.0,180.00000000000682
616.0,180.00000000000682
617.0,180.00000000000682
618.0,120.00000000004007
619.0,0.0
620.0,0.0
621.0,180.00000000000682
622.0,119.9999999999335
623.0,180.00000000000682
624.0,120.00000000004007
625.0,0.0
626.0,0.0
627.0,720.0000000000273
628.0,779.9999999999941
629.0,719.9999999999206
630.0,1920.0000000000018
631.0,1200.000000000081
632.0,1199.9999999999745
633.0,2280.0000000000155
634.0,1019.9999999999676
635.0,1080.000000000041
636.0,1199.9999999999745
637.0,120.00000000004007
638.0,179.99999999990024
639.0,420.00000000008697
640.0,299.9999999999403
641.0,300.0000000000469
642.0,479.99999999994714
643.0,180.00000000000682
644.0,180.00000000000682
645.0,419.9999999999804
646.0,300.0000000000469
647.0,299.9999999999403
648.0,600.0000000000938
649.0,299.9999999999403
650.0,300.0000000000469
651.0,539.9999999999138
652.0,300.0000000000469
653.0,300.0000000000469
654.0,599.9999999999873
655.0,299.9999999999403
656.0,300.0000000000469
657.0,599.9999999999873
658.0,300.0000000000469
659.0,359.99999999990706
660.0,600.0000000000938
661.0,299.9999999999403
662.0,300.0000000000469
663.0,419.9999999999804
664.0,119.9999999999335
665.0,180.00000000000682
666.0,420.00000000008697
667.0,299.9999999999403
668.0,300.0000000000469
669.0,419.9999999999804
670.0,180.00000000000682
671.0,119.9999999999335
672.0,480.0000000000537
673.0,299.9999999999403
674.0,360.00000000001364
675.0,480.0000000000537
676.0,119.9999999999335
677.0,120.00000000004007
678.0,480.0000000000537
679.0,299.9999999999403
680.0,300.0000000000469
681.0,419.9999999999804
682.0,120.00000000004007
683.0,179.99999999990024
684.0,120.00000000004007
685.0,0.0
686.0,0.0
687.0,180.00000000000682
688.0,120.00000000004007
689.0,180.00000000000682
690.0,239.99999999997357
691.0,180.00000000000682
692.0,119.9999999999335
693.0,360.00000000001364
694.0,180.00000000000682
695.0,180.00000000000682
696.0,300.0000000000469
697.0,119.9999999999335
698.0,180.00000000000682
699.0,300.0000000000469
700.0,119.9999999999335
701.0,180.00000000000682
702.0,420.00000000008697
703.0,299.9999999999403
704.0,300.0000000000469
705.0,419.9999999999804
706.0,119.9999999999335
707.0,180.00000000000682
708.0,300.0000000000469
709.0,120.00000000004007
710.0,180.00000000000682
711.0,299.9999999999403
712.0,120.00000000004007
713.0,119.9999999999335
714.0,480.0000000000537
715.0,360.00000000001364
716.0,299.9999999999403
717.0,480.0000000000537
718.0,119.9999999999335
719.0,180.00000000000682
720.0,420.00000000008697
721.0,299.9999999999403
722.0,300.0000000000469
723.0,419.9999999999804
724.0,119.9999999999335
725.0,180.00000000000682
726.0,420.00000000008697
727.0,299.9999999999403
728.0,300.0000000000469
729.0,599.9999999999873
730.0,360.00000000001364
731.0,299.9999999999403
732.0,480.0000000000537
733.0,119.9999999999335
734.0,180.00000000000682
735.0,419.9999999999804
736.0,300.0000000000469
737.0,300.0000000000469
738.0,419.9999999999804
739.0,180.00000000000682
740.0,119.9999999999335
741.0,420.00000000008697
742.0,299.9999999999403
743.0,300.0000000000469
744.0,419.9999999999804
745.0,180.00000000000682
746.0,119.9999999999335
747.0,480.0000000000537
748.0,299.9999999999403
749.0,360.00000000001364
750.0,599.9999999999873
751.0,300.0000000000469
752.0,300.0000000000469
753.0,599.9999999999873
754.0,299.9999999999403
755.0,239.99999999997357
756.0,600.0000000000938
757.0,299.9999999999403
758.0,300.0000000000469
759.0,599.9999999999873
760.0,360.00000000001364
761.0,299.9999999999403
762.0,599.9999999999873
763.0,300.0000000000469
764.0,300.0000000000469
765.0,719.9999999999206
766.0,419.9999999999804
767.0,480.0000000000537
768.0,720.0000000000273
769.0,299.9999999999403
770.0,300.0000000000469
771.0,720.0000000000273
772.0,479.99999999994714
773.0,480.0000000000537
774.0,779.9999999999941
775.0,299.9999999999403
776.0,300.0000000000469
777.0,540.0000000000205
778.0,299.9999999999403
779.0,300.0000000000469
780.0,599.9999999999873
781.0,360.00000000001364
782.0,299.9999999999403
783.0,599.9999999999873
784.0,300.0000000000469
785.0,299.9999999999403
786.0,600.0000000000938
787.0,299.9999999999403
788.0,300.0000000000469
789.0,539.9999999999138
790.0,300.0000000000469
791.0,300.0000000000469
792.0,599.9999999999873
793.0,299.9999999999403
794.0,300.0000000000469
795.0,479.99999999994714
796.0,120.00000000004007
797.0,180.00000000000682
798.0,360.00000000001364
799.0,119.9999999999335
800.0,180.00000000000682
801.0,1200.000000000081
802.0,1019.9999999999676
803.0,1079.9999999999343
804.0,2520.0000000000955
805.0,1499.9999999999147
806.0,1500.0000000000214
807.0,2820.000000000036
808.0,1379.9999999999814
809.0,1320.0000000000146
810.0,2880.0000000000027
811.0,1500.0000000000214
812.0,1499.9999999999147
813.0,2940.000000000076
814.0,1500.0000000000214
815.0,1499.9999999999147
816.0,2880.0000000000027
817.0,1320.0000000000146
818.0,1320.0000000000146
819.0,2880.0000000000027
820.0,1559.9999999999882
821.0,1500.0000000000214
822.0,2699.999999999996
823.0,1199.9999999999745
824.0,1140.0000000000077
825.0,2400.0000000000555
826.0,1199.9999999999745
827.0,1199.9999999999745
828.0,2400.0000000000555
829.0,1199.9999999999745
830.0,1199.9999999999745
831.0,2400.0000000000555
832.0,1199.9999999999745
833.0,1199.9999999999745
834.0,2400.0000000000555
835.0,1199.9999999999745
836.0,1199.9999999999745
837.0,2220.0000000000487
838.0,1079.9999999999343
839.0,1080.000000000041
840.0,2100.0000000000086
841.0,1019.9999999999676
842.0,1080.000000000041
843.0,2279.9999999999086
844.0,1200.000000000081
845.0,1199.9999999999745
846.0,2399.999999999949
847.0,1200.000000000081
848.0,1199.9999999999745
849.0,2399.999999999949
850.0,1200.000000000081
851.0,1199.9999999999745
852.0,2219.999999999942
853.0,1080.000000000041
854.0,1019.9999999999676
855.0,2160.000000000082
856.0,1019.9999999999676
857.0,1079.9999999999343
858.0,2040.0000000000418
859.0,1080.000000000041
860.0,1019.9999999999676
861.0,1920.0000000000018
862.0,900.0000000000341
863.0,899.9999999999275
864.0,2100.0000000000086
865.0,1200.000000000081
866.0,1199.9999999999745
867.0,2159.9999999999754
868.0,900.0000000000341
869.0,899.9999999999275
870.0,1980.000000000075
871.0,1019.9999999999676
872.0,1080.000000000041
873.0,1920.0000000000018
874.0,899.9999999999275
875.0,840.0000000000673
876.0,2100.0000000000086
877.0,1199.9999999999745
878.0,1199.9999999999745
879.0,2220.0000000000487
880.0,1079.9999999999343
881.0,1080.000000000041
882.0,1920.0000000000018
883.0,899.9999999999275
884.0,960.0000000000009
885.0,1800.0000000000682
886.0,899.9999999999275
887.0,900.0000000000341
888.0,2280.0000000000155
889.0,1320.0000000000146
890.0,1379.9999999999814
891.0,1920.0000000000018
892.0,599.9999999999873
893.0,540.0000000000205
894.0,1080.000000000041
895.0,479.99999999994714
896.0,480.0000000000537
897.0,1920.0000000000018
898.0,1499.9999999999147
899.0,1500.0000000000214
900.0,2580.0000000000623
901.0,1019.9999999999676
902.0,1079.9999999999343
903.0,1320.0000000000146
904.0,300.0000000000469
905.0,299.9999999999403
906.0,720.0000000000273
907.0,480.0000000000537
908.0,419.9999999999804
909.0,720.0000000000273
910.0,299.9999999999403
911.0,300.0000000000469
912.0,779.9999999999941
913.0,419.9999999999804
914.0,480.0000000000537
915.0,779.9999999999941
916.0,299.9999999999403
917.0,300.0000000000469
918.0,539.9999999999138
919.0,300.0000000000469
920.0,300.0000000000469
921.0,899.9999999999275
922.0,660.0000000000605
923.0,599.9999999999873
924.0,2100.0000000000086
925.0,1500.0000000000214
926.0,1499.9999999999147
927.0,1920.0000000000018
928.0,420.00000000008697
929.0,479.99999999994714
930.0,720.0000000000273
931.0,360.00000000001364
932.0,299.9999999999403
933.0,599.9999999999873
934.0,300.0000000000469
935.0,299.9999999999403
936.0,420.00000000008697
937.0,180.00000000000682
938.0,119.9999999999335
939.0,480.0000000000537
940.0,299.9999999999403
941.0,239.99999999997357
942.0,480.0000000000537
943.0,120.00000000004007
944.0,180.00000000000682
945.0,599.9999999999873
946.0,479.99999999994714
947.0,419.9999999999804
948.0,779.9999999999941
949.0,300.0000000000469
950.0,300.0000000000469
951.0,419.9999999999804
952.0,180.00000000000682
953.0,119.9999999999335
954.0,419.9999999999804
955.0,300.0000000000469
956.0,300.0000000000469
957.0,599.9999999999873
958.0,299.9999999999403
959.0,300.0000000000469
960.0,599.9999999999873
961.0,299.9999999999403
962.0,360.00000000001364
963.0,599.9999999999873
964.0,300.0000000000469
965.0,300.0000000000469
966.0,599.9999999999873
967.0,239.99999999997357
968.0,300.0000000000469
969.0,779.9999999999941
970.0,479.99999999994714
971.0,480.0000000000537
972.0,719.9999999999206
973.0,300.0000000000469
974.0,299.9999999999403
975.0,600.0000000000938
976.0,299.9999999999403
977.0,300.0000000000469
978.0,719.9999999999206
979.0,420.00000000008697
980.0,479.99999999994714
981.0,720.0000000000273
982.0,360.00000000001364
983.0,299.9999999999403
984.0,779.9999999999941
985.0,420.00000000008697
986.0,419.9999999999804
987.0,719.9999999999206
988.0,300.0000000000469
989.0,300.0000000000469
990.0,779.9999999999941
991.0,479.99999999994714
992.0,480.0000000000537
993.0,899.9999999999275
994.0,419.9999999999804
995.0,420.00000000008697
996.0,899.9999999999275
997.0,420.00000000008697
998.0,479.99999999994714
999.0,900.0000000000341
1000.0,479.99999999994714
1001.0,419.9999999999804
1002.0,960.0000000000009
1003.0,420.00000000008697
1004.0,419.9999999999804
1005.0,719.9999999999206
1006.0,300.0000000000469
1007.0,300.0000000000469
1008.0,779.9999999999941
1009.0,479.99999999994714
1010.0,419.9999999999804
1011.0,960.0000000000009
1012.0,420.00000000008697
1013.0,419.9999999999804
1014.0,899.9999999999275
1015.0,420.00000000008697
1016.0,479.99999999994714
1017.0,900.0000000000341
1018.0,479.99999999994714
1019.0,419.9999999999804
1020.0,779.9999999999941
1021.0,300.0000000000469
1022.0,300.0000000000469
1023.0,719.9999999999206
1024.0,420.00000000008697
1025.0,479.99999999994714
1026.0,1019.9999999999676
1027.0,599.9999999999873
1028.0,660.0000000000605
1029.0,1199.9999999999745
1030.0,599.9999999999873
1031.0,540.0000000000205
1032.0,1080.000000000041
1033.0,479.99999999994714
1034.0,419.9999999999804
1035.0,1080.000000000041
1036.0,599.9999999999873
1037.0,599.9999999999873
1038.0,1020.0000000000741
1039.0,419.9999999999804
1040.0,419.9999999999804
1041.0,900.0000000000341
1042.0,479.99999999994714
1043.0,480.0000000000537
1044.0,899.9999999999275
1045.0,480.0000000000537
1046.0,419.9999999999804
1047.0,900.0000000000341
1048.0,479.99999999994714
1049.0,480.0000000000537
1050.0,899.9999999999275
1051.0,419.9999999999804
1052.0,420.00000000008697
1053.0,1079.9999999999343
1054.0,540.0000000000205
1055.0,599.9999999999873
1056.0,1080.000000000041
1057.0,419.9999999999804
1058.0,479.99999999994714
1059.0,900.0000000000341
1060.0,480.0000000000537
1061.0,419.9999999999804
1062.0,900.0000000000341
1063.0,419.9999999999804
1064.0,419.9999999999804
1065.0,1079.9999999999343
1066.0,600.0000000000938
1067.0,599.9999999999873
1068.0,1079.9999999999343
1069.0,420.00000000008697
1070.0,479.99999999994714
1071.0,900.0000000000341
1072.0,479.99999999994714
1073.0,419.9999999999804
1074.0,1080.000000000041
1075.0,599.9999999999873
1076.0,599.9999999999873
1077.0,1020.0000000000741
1078.0,419.9999999999804
1079.0,419.9999999999804
1080.0,1080.000000000041
1081.0,599.9999999999873
1082.0,599.9999999999873
1083.0,1199.9999999999745
1084.0,599.9999999999873
1085.0,599.9999999999873
1086.0,1320.0000000000146
1087.0,779.9999999999941
1088.0,779.9999999999941
1089.0,1379.9999999999814
1090.0,600.0000000000938
1091.0,599.9999999999873
1092.0,1379.9999999999814
1093.0,720.0000000000273
1094.0,719.9999999999206
1095.0,1379.9999999999814
1096.0,600.0000000000938
1097.0,599.9999999999873
1098.0,2100.0000000000086
1099.0,1499.9999999999147
1100.0,1500.0000000000214
1101.0,3119.9999999999764
1102.0,1680.0000000000282
1103.0,1620.0000000000614
1104.0,3479.99999999999
1105.0,1799.9999999999616
1106.0,1799.9999999999616
1107.0,3600.00000000003
1108.0,1800.0000000000682
1109.0,1799.9999999999616
1110.0,3899.99999999997
1111.0,2100.0000000000086
1112.0,2100.0000000000086
1113.0,3600.00000000003
1114.0,1500.0000000000214
1115.0,1499.9999999999147
1116.0,3299.9999999999827
1117.0,1740.0000000001014
1118.0,1799.9999999999616
1119.0,4800.000000000005
1120.0,2999.999999999936
1121.0,3060.0000000000095
1122.0,6420.0000000000655
1123.0,3420.000000000023
1124.0,3419.9999999999163
1125.0,7500.0
1126.0,4080.0000000000837
1127.0,4079.999999999977
1128.0,7680.000000000007
1129.0,3599.999999999923
1130.0,3600.00000000003
1131.0,6779.999999999973
1132.0,3120.0000000000828
1133.0,3119.9999999999764
1134.0,5699.999999999932
1135.0,2520.0000000000955
1136.0,2579.9999999999554
1137.0,5100.000000000051
1138.0,2519.999999999882
1139.0,2580.0000000001687
1140.0,5219.9999999999845
1141.0,2699.999999999889
1142.0,2700.0000000001023
1143.0,5399.999999999992
1144.0,2759.9999999999627
1145.0,2699.999999999889
1146.0,4500.000000000171
1147.0,1799.999999999855
1148.0,1800.0000000000682
1149.0,3000.0000000000427
1150.0,1199.9999999999745
1151.0,1199.9999999999745
1152.0,2399.999999999949
1153.0,1199.9999999999745
1154.0,1199.9999999999745
1155.0,2520.0000000000955
