Dia,SOH_est
0.0,1.0
1.0,0.9967479352911526
2.0,0.9961957952877807
3.0,0.9956626738513983
4.0,0.9952725463589466
5.0,0.9948773570476982
6.0,0.9938723475394633
7.0,0.9928706260161844
8.0,0.9918934742402092
9.0,0.9913442919110569
10.0,0.990798314103987
11.0,0.9902506060743118
12.0,0.9896171711092262
13.0,0.9889813571395705
14.0,0.9883455431699147
15.0,0.9877036607296182
16.0,0.9870577410127492
17.0,0.9864152755458664
18.0,0.9859608151077945
19.0,0.9855164872438746
20.0,0.9850709483922111
21.0,0.984618187520579
22.0,0.9841691976644477
23.0,0.983730780539237
24.0,0.9833010941132213
25.0,0.9828719516583527
26.0,0.9824447048431737
27.0,0.9820246570964378
28.0,0.9816052874237302
29.0,0.9811865724216298
30.0,0.980774227000768
31.0,0.9803627819207377
32.0,0.9799513368407073
33.0,0.9795406669090132
34.0,0.9791323173983335
35.0,0.9787246975064864
36.0,0.9784029396830723
37.0,0.9780310869893414
38.0,0.9777062203791551
39.0,0.9773111826410389
40.0,0.9769037764489394
41.0,0.9764967065607664
42.0,0.9760904276856478
43.0,0.9756841488105292
44.0,0.9752778699354107
45.0,0.9748712758566018
46.0,0.9744620234201424
47.0,0.9740511470760906
48.0,0.9736418946396312
49.0,0.9732326161671065
50.0,0.9728235370328292
51.0,0.9724144578985519
52.0,0.9720053787642745
53.0,0.9715956863887647
54.0,0.9711881342042069
55.0,0.9707782362324091
56.0,0.9703641712004768
57.0,0.9699499110526726
58.0,0.969604997845142
59.0,0.9692829971260797
60.0,0.9689713409329244
61.0,0.9686592733271093
62.0,0.9683441738505202
63.0,0.9680319878532767
64.0,0.967714548199847
65.0,0.9673866732912741
66.0,0.967055979396891
67.0,0.9667318355392649
68.0,0.9664076916816388
69.0,0.9660841009594314
70.0,0.9657601060355934
71.0,0.9654363654904111
72.0,0.9651170434826375
73.0,0.9648195224752457
74.0,0.9645289402039399
75.0,0.9642545673932358
76.0,0.9639675601735834
77.0,0.963676359736309
78.0,0.963387099426147
79.0,0.9630996492074468
80.0,0.9628240775201757
81.0,0.9625471298346338
82.0,0.962278616388682
83.0,0.9619865845529664
84.0,0.9616955593235536
85.0,0.9614033064482301
86.0,0.9611110535729067
87.0,0.9608193601507695
88.0,0.9605363598179925
89.0,0.9602534147805358
90.0,0.9599710168061256
91.0,0.9596935350783399
92.0,0.9594198582549239
93.0,0.9592128068156325
94.0,0.9589486909797765
95.0,0.9586858000756635
96.0,0.9584996514416664
97.0,0.9582378002087633
98.0,0.9580396169658404
99.0,0.9578407098027679
100.0,0.9576045796849605
101.0,0.9573644662868692
102.0,0.9571252716196417
103.0,0.9568878863222585
104.0,0.9566516880846835
105.0,0.9564118239615721
106.0,0.9561745292881974
107.0,0.9559262324482966
108.0,0.9556874390498894
109.0,0.9554468200408263
110.0,0.9552001169350602
111.0,0.9549569562074485
112.0,0.9547162323618475
113.0,0.9544742936761081
114.0,0.9542231359539824
115.0,0.9539884950951423
116.0,0.9537793908673796
117.0,0.9535836993669979
118.0,0.9533901205633811
119.0,0.9531934384235773
120.0,0.9529919920813874
121.0,0.9527977952579051
122.0,0.9525973691010614
123.0,0.9523974744997181
124.0,0.9522044331210483
125.0,0.9520087920048577
126.0,0.9518354579428956
127.0,0.9516698915543598
128.0,0.9514765144336205
129.0,0.9512822458526689
130.0,0.9510826111037655
131.0,0.9508888821533622
132.0,0.9506949619713279
133.0,0.9504996645562934
134.0,0.9503428047313095
135.0,0.9501471007369513
136.0,0.9500419136078115
137.0,0.9499404684581522
138.0,0.9497447181908636
139.0,0.9495840537215173
140.0,0.9494097366746164
141.0,0.9492116268178089
142.0,0.9490102768416399
143.0,0.9488146308288689
144.0,0.948628768580555
145.0,0.9484308769850062
146.0,0.9482329853894573
147.0,0.9480503205917266
148.0,0.9478523646206914
149.0,0.9476692551167027
150.0,0.947483026358726
151.0,0.9472898971493804
152.0,0.9471050093910337
153.0,0.9469612555720859
154.0,0.9468934927644953
155.0,0.9467104122900283
156.0,0.9465220312186382
157.0,0.9463243389227184
158.0,0.9461382055779198
159.0,0.9459407765351883
160.0,0.9457435480843595
161.0,0.9455472584950998
162.0,0.9453497231074848
163.0,0.9451495592212036
164.0,0.9449506720343148
165.0,0.9447554884482818
166.0,0.9445594469684689
167.0,0.9444568045334824
168.0,0.9442686907721108
169.0,0.9440706497049919
170.0,0.9438923039642819
171.0,0.9437395649599379
172.0,0.9435711408024461
173.0,0.9433980000528402
174.0,0.9432107974540483
175.0,0.9430244316990297
176.0,0.9428931247516111
177.0,0.9427271982520716
178.0,0.9425472966416544
179.0,0.9423834660155929
180.0,0.9422163909632821
181.0,0.9420545713124517
182.0,0.9418929772819232
183.0,0.9417313832513947
184.0,0.941581904661676
185.0,0.9414070229956839
186.0,0.9412612488462166
187.0,0.9411625693329237
188.0,0.941014770844793
189.0,0.94086386380144
190.0,0.9407097846216207
191.0,0.9405338629226907
192.0,0.9403506018933929
193.0,0.9401823809856279
194.0,0.9400029012155053
195.0,0.9398168630450738
196.0,0.9396480781039043
197.0,0.9394814945530368
198.0,0.9393071148446102
199.0,0.9391314214717688
200.0,0.9389559664922955
201.0,0.938787441971514
202.0,0.9386133078941098
203.0,0.9384725540637434
204.0,0.9383156292272936
205.0,0.9381499146081322
206.0,0.93797916059489
207.0,0.9378147304989577
208.0,0.9376471357838193
209.0,0.9374786773235045
210.0,0.9373111570606835
211.0,0.937144645029339
212.0,0.9369812639736618
213.0,0.9368197176949072
214.0,0.9366516130492517
215.0,0.9364876767923778
216.0,0.9363215807882103
217.0,0.9361514925056339
218.0,0.935984372535529
219.0,0.9358249840603964
220.0,0.9356748589395767
221.0,0.935518272086579
222.0,0.9353637459702578
223.0,0.935209453008543
224.0,0.9350932308810311
225.0,0.9349478580104372
226.0,0.934789472721432
227.0,0.9346225782845293
228.0,0.9344554611697697
229.0,0.9342880222238827
230.0,0.9341316685205528
231.0,0.9339684218597134
232.0,0.9338308679472622
233.0,0.9336739846594675
234.0,0.933530183002664
235.0,0.9333697082281238
236.0,0.9332126465905752
237.0,0.9330612248952845
238.0,0.9329043320078774
239.0,0.9327528682639221
240.0,0.9326204553662072
241.0,0.9324687491785415
242.0,0.9323127011264538
243.0,0.9321498925613729
244.0,0.9319932554806266
245.0,0.9319019381394296
246.0,0.9317543758137748
247.0,0.9316043403383336
248.0,0.9314548017979083
249.0,0.9313289480977576
250.0,0.9311818440733072
251.0,0.9311045522371333
252.0,0.93096449982893
253.0,0.9308189502146712
254.0,0.9306639915536666
255.0,0.9305400232767813
256.0,0.9304778484377146
257.0,0.9303781899346405
258.0,0.9302331661495475
259.0,0.9300838902014376
260.0,0.9299263612891621
261.0,0.9297691603879407
262.0,0.929610885260496
263.0,0.9294526101330512
264.0,0.9292943350056065
265.0,0.929136050143612
266.0,0.9289767274871636
267.0,0.9288186016016438
268.0,0.928661225236331
269.0,0.9285168070226664
270.0,0.9283588392843074
271.0,0.9282008564008635
272.0,0.9280437777426036
273.0,0.9278982348146771
274.0,0.9277748467065089
275.0,0.9276524946263924
276.0,0.9275304644471751
277.0,0.9274074073224589
278.0,0.9273096403932417
279.0,0.9271911844017665
280.0,0.9270735783450029
281.0,0.926953833218987
282.0,0.9268313228707743
283.0,0.9267086561612197
284.0,0.9265860896053361
285.0,0.9264638285165467
286.0,0.9263413803730168
287.0,0.9262232489473006
288.0,0.9261012895693996
289.0,0.9259788849675822
290.0,0.9258571272041889
291.0,0.9257291474542981
292.0,0.9256200749510257
293.0,0.9255069290342989
294.0,0.925385723424413
295.0,0.9252637385242658
296.0,0.9251422405775537
297.0,0.9250209547366564
298.0,0.9249001999020263
299.0,0.9247734462020741
300.0,0.9246558470413739
301.0,0.9245547014450437
302.0,0.9244337261383768
303.0,0.9243366000034513
304.0,0.9242175140440404
305.0,0.9240956452977159
306.0,0.9239739455549506
307.0,0.9238525727017206
308.0,0.923730953290783
309.0,0.9236092382024718
310.0,0.923491319259475
311.0,0.9233696195167097
